Title,Link,Topics,Messages
בריאות,/categories/%D7%91%D7%A8%D7%99%D7%90%D7%95%D7%AA.538/,156800.0,1200000.0
סיוע,/categories/%D7%A1%D7%99%D7%95%D7%A2.551/,76000.0,480100.0
תמיכה מקצועית,/categories/%D7%AA%D7%9E%D7%99%D7%9B%D7%94-%D7%9E%D7%A7%D7%A6%D7%95%D7%A2%D7%99%D7%AA.567/,23400.0,134400.0
חיים עם השכול,/categories/%D7%97%D7%99%D7%99%D7%9D-%D7%A2%D7%9D-%D7%94%D7%A9%D7%9B%D7%95%D7%9C.576/,27200.0,138200.0
ביקורת אתרים והמלצות,/forums/%D7%91%D7%99%D7%A7%D7%95%D7%A8%D7%AA-%D7%90%D7%AA%D7%A8%D7%99%D7%9D-%D7%95%D7%94%D7%9E%D7%9C%D7%A6%D7%95%D7%AA.585/,9000.0,33300.0
יומנה של שלומצי,/forums/%D7%99%D7%95%D7%9E%D7%A0%D7%94-%D7%A9%D7%9C-%D7%A9%D7%9C%D7%95%D7%9E%D7%A6%D7%99.586/,5200.0,33500.0
פלאש,/forums/%D7%A4%D7%9C%D7%90%D7%A9.587/,22400.0,100700.0
תכנות ASP חברתי,/forums/%D7%AA%D7%9B%D7%A0%D7%95%D7%AA-asp-%D7%97%D7%91%D7%A8%D7%AA%D7%99.588/,4500.0,42200.0
סאפ - SAP,/forums/%D7%A1%D7%90%D7%A4-sap.589/,173.0,392.0
רינגטונים וטפטים,/forums/%D7%A8%D7%99%D7%A0%D7%92%D7%98%D7%95%D7%A0%D7%99%D7%9D-%D7%95%D7%98%D7%A4%D7%98%D7%99%D7%9D.599/,1200.0,2700.0
אמ-יו-אונליין,/forums/%D7%90%D7%9E-%D7%99%D7%95-%D7%90%D7%95%D7%A0%D7%9C%D7%99%D7%99%D7%9F.600/,1300.0,4400.0
מדעי המחשב,/forums/%D7%9E%D7%93%D7%A2%D7%99-%D7%94%D7%9E%D7%97%D7%A9%D7%91.601/,3100.0,19800.0
Blackberry,/forums/blackberry.603/,206.0,378.0
iPhone,/forums/iphone.604/,215.0,477.0
אפליקציות,/forums/%D7%90%D7%A4%D7%9C%D7%99%D7%A7%D7%A6%D7%99%D7%95%D7%AA.606/,140.0,214.0
טאבלט,/forums/%D7%98%D7%90%D7%91%D7%9C%D7%98.607/,72.0,101.0
Nokia,/forums/nokia.608/,95.0,181.0
שפות וטכנולוגיה,/categories/%D7%A9%D7%A4%D7%95%D7%AA-%D7%95%D7%98%D7%9B%D7%A0%D7%95%D7%9C%D7%95%D7%92%D7%99%D7%94.611/,147800.0,851400.0
תמיכה טכנית,/categories/%D7%AA%D7%9E%D7%99%D7%9B%D7%94-%D7%98%D7%9B%D7%A0%D7%99%D7%AA.628/,559900.0,2500000.0
גדג`טס,/categories/%D7%92%D7%93%D7%92-%D7%98%D7%A1.640/,186600.0,1200000.0
סיוע בתפוז,/categories/%D7%A1%D7%99%D7%95%D7%A2-%D7%91%D7%AA%D7%A4%D7%95%D7%96.648/,165000.0,876600.0
משחקים,/categories/%D7%9E%D7%A9%D7%97%D7%A7%D7%99%D7%9D.672/,197200.0,2200000.0
אינטרנט,/categories/%D7%90%D7%99%D7%A0%D7%98%D7%A8%D7%A0%D7%98.692/,45900.0,244200.0
מחשוב ומידע,/categories/%D7%9E%D7%97%D7%A9%D7%95%D7%91-%D7%95%D7%9E%D7%99%D7%93%D7%A2.699/,99300.0,478700.0
כלי נגינה,/categories/%D7%9B%D7%9C%D7%99-%D7%A0%D7%92%D7%99%D7%A0%D7%94.711/,43900.0,347400.0
ז`אנר,/categories/%D7%96-%D7%90%D7%A0%D7%A8.719/,635000.0,5500000.0
עברי,/categories/%D7%A2%D7%91%D7%A8%D7%99.761/,312800.0,3700000.0
לועזי,/categories/%D7%9C%D7%95%D7%A2%D7%96%D7%99.864/,212300.0,3600000.0
"ישראלים בחו""ל",/forums/%D7%99%D7%A9%D7%A8%D7%90%D7%9C%D7%99%D7%9D-%D7%91%D7%97%D7%95-%D7%9C.1029/,36400.0,384700.0
עוברים לארצות הברית,/forums/%D7%A2%D7%95%D7%91%D7%A8%D7%99%D7%9D-%D7%9C%D7%90%D7%A8%D7%A6%D7%95%D7%AA-%D7%94%D7%91%D7%A8%D7%99%D7%AA.1030/,26700.0,189800.0
נוער בחו``ל,/forums/%D7%A0%D7%95%D7%A2%D7%A8-%D7%91%D7%97%D7%95-%D7%9C.1031/,5200.0,49700.0
"להיות הורים בחו""ל",/forums/%D7%9C%D7%94%D7%99%D7%95%D7%AA-%D7%94%D7%95%D7%A8%D7%99%D7%9D-%D7%91%D7%97%D7%95-%D7%9C.1032/,12400.0,128600.0
ישראלים בקנדה,/forums/%D7%99%D7%A9%D7%A8%D7%90%D7%9C%D7%99%D7%9D-%D7%91%D7%A7%D7%A0%D7%93%D7%94.1033/,20400.0,143000.0
ישראלים באירופה,/forums/%D7%99%D7%A9%D7%A8%D7%90%D7%9C%D7%99%D7%9D-%D7%91%D7%90%D7%99%D7%A8%D7%95%D7%A4%D7%94.1034/,13700.0,147400.0
ישראלים באוסטרליה וניו זילנד,/forums/%D7%99%D7%A9%D7%A8%D7%90%D7%9C%D7%99%D7%9D-%D7%91%D7%90%D7%95%D7%A1%D7%98%D7%A8%D7%9C%D7%99%D7%94-%D7%95%D7%A0%D7%99%D7%95-%D7%96%D7%99%D7%9C%D7%A0%D7%93.1035/,16800.0,119600.0
"לומדים בחו""ל",/forums/%D7%9C%D7%95%D7%9E%D7%93%D7%99%D7%9D-%D7%91%D7%97%D7%95-%D7%9C.1036/,9800.0,55800.0
עוברים לאירופה,/forums/%D7%A2%D7%95%D7%91%D7%A8%D7%99%D7%9D-%D7%9C%D7%90%D7%99%D7%A8%D7%95%D7%A4%D7%94.1037/,8900.0,50600.0
עוברים לקנדה - הגירה,/forums/%D7%A2%D7%95%D7%91%D7%A8%D7%99%D7%9D-%D7%9C%D7%A7%D7%A0%D7%93%D7%94-%D7%94%D7%92%D7%99%D7%A8%D7%94.1038/,16500.0,103800.0
ישראלים בהולנד,/forums/%D7%99%D7%A9%D7%A8%D7%90%D7%9C%D7%99%D7%9D-%D7%91%D7%94%D7%95%D7%9C%D7%A0%D7%93.1039/,3700.0,27100.0
ישראלים באפריקה,/forums/%D7%99%D7%A9%D7%A8%D7%90%D7%9C%D7%99%D7%9D-%D7%91%D7%90%D7%A4%D7%A8%D7%99%D7%A7%D7%94.1040/,465.0,2200.0
חוזרים לארץ,/forums/%D7%97%D7%95%D7%96%D7%A8%D7%99%D7%9D-%D7%9C%D7%90%D7%A8%D7%A5.1041/,586.0,2800.0
ישראלים בארצות הברית,/forums/%D7%99%D7%A9%D7%A8%D7%90%D7%9C%D7%99%D7%9D-%D7%91%D7%90%D7%A8%D7%A6%D7%95%D7%AA-%D7%94%D7%91%D7%A8%D7%99%D7%AA.1042/,1300.0,22900.0
"עוברים לארה""ב",/forums/%D7%A2%D7%95%D7%91%D7%A8%D7%99%D7%9D-%D7%9C%D7%90%D7%A8%D7%94-%D7%91.1043/,489.0,3100.0
אגדות חיות (RD&D),/forums/%D7%90%D7%92%D7%93%D7%95%D7%AA-%D7%97%D7%99%D7%95%D7%AA-rd-d.1045/,993.0,8900.0
דרקונים,/forums/%D7%93%D7%A8%D7%A7%D7%95%D7%A0%D7%99%D7%9D.1046/,238.0,847.0
אמנות הפנטזיה,/forums/%D7%90%D7%9E%D7%A0%D7%95%D7%AA-%D7%94%D7%A4%D7%A0%D7%98%D7%96%D7%99%D7%94.1047/,132.0,990.0
"מארוול, הנוקמים וסוכני שילד",/forums/%D7%9E%D7%90%D7%A8%D7%95%D7%95%D7%9C-%D7%94%D7%A0%D7%95%D7%A7%D7%9E%D7%99%D7%9D-%D7%95%D7%A1%D7%95%D7%9B%D7%A0%D7%99-%D7%A9%D7%99%D7%9C%D7%93.1048/,1900.0,9400.0
"ספרות, דמיון ופנטזיה",/categories/%D7%A1%D7%A4%D7%A8%D7%95%D7%AA-%D7%93%D7%9E%D7%99%D7%95%D7%9F-%D7%95%D7%A4%D7%A0%D7%98%D7%96%D7%99%D7%94.1049/,72300.0,1100000.0
טלוויזיה וקולנוע,/categories/%D7%98%D7%9C%D7%95%D7%95%D7%99%D7%96%D7%99%D7%94-%D7%95%D7%A7%D7%95%D7%9C%D7%A0%D7%95%D7%A2.1062/,73600.0,1200000.0
חתולים,/forums/%D7%97%D7%AA%D7%95%D7%9C%D7%99%D7%9D.1086/,90700.0,825600.0
זכויות בעלי חיים,/forums/%D7%96%D7%9B%D7%95%D7%99%D7%95%D7%AA-%D7%91%D7%A2%D7%9C%D7%99-%D7%97%D7%99%D7%99%D7%9D.1087/,16100.000000000002,182200.0
סוסים,/forums/%D7%A1%D7%95%D7%A1%D7%99%D7%9D.1088/,9700.0,113100.0
כלבים,/forums/%D7%9B%D7%9C%D7%91%D7%99%D7%9D.1089/,70800.0,716200.0
ציפורים בטבע וצפרות,/forums/%D7%A6%D7%99%D7%A4%D7%95%D7%A8%D7%99%D7%9D-%D7%91%D7%98%D7%91%D7%A2-%D7%95%D7%A6%D7%A4%D7%A8%D7%95%D7%AA.1090/,22300.0,155700.0
אימוץ בעלי חיים והתנדבות,/forums/%D7%90%D7%99%D7%9E%D7%95%D7%A5-%D7%91%D7%A2%D7%9C%D7%99-%D7%97%D7%99%D7%99%D7%9D-%D7%95%D7%94%D7%AA%D7%A0%D7%93%D7%91%D7%95%D7%AA.1091/,10000.0,82300.0
חמוסים,/forums/%D7%97%D7%9E%D7%95%D7%A1%D7%99%D7%9D.1092/,5700.0,44100.0
מכרסמים וארנבונים,/forums/%D7%9E%D7%9B%D7%A8%D7%A1%D7%9E%D7%99%D7%9D-%D7%95%D7%90%D7%A8%D7%A0%D7%91%D7%95%D7%A0%D7%99%D7%9D.1093/,9400.0,67900.0
טבע פראי וחיות בר,/forums/%D7%98%D7%91%D7%A2-%D7%A4%D7%A8%D7%90%D7%99-%D7%95%D7%97%D7%99%D7%95%D7%AA-%D7%91%D7%A8.1094/,6000.0,34500.0
גאווה,/forums/%D7%92%D7%90%D7%95%D7%95%D7%94.1098/,9000.0,68500.0
בנים בלבד,/forums/%D7%91%D7%A0%D7%99%D7%9D-%D7%91%D7%9C%D7%91%D7%93.1099/,16300.0,247600.0
צבא וגאווה,/forums/%D7%A6%D7%91%D7%90-%D7%95%D7%92%D7%90%D7%95%D7%95%D7%94.1100/,3000.0,18000.0
גאווה בחו``ל,/forums/%D7%92%D7%90%D7%95%D7%95%D7%94-%D7%91%D7%97%D7%95-%D7%9C.1101/,2700.0,15600.0
טרנסג'נדרס וחברים,/forums/%D7%98%D7%A8%D7%A0%D7%A1%D7%92%D7%A0%D7%93%D7%A8%D7%A1-%D7%95%D7%97%D7%91%D7%A8%D7%99%D7%9D.1102/,4800.0,37700.0
דובים גאים,/forums/%D7%93%D7%95%D7%91%D7%99%D7%9D-%D7%92%D7%90%D7%99%D7%9D.1103/,2600.0,12400.0
גאווה צעירה,/forums/%D7%92%D7%90%D7%95%D7%95%D7%94-%D7%A6%D7%A2%D7%99%D7%A8%D7%94.1104/,9100.0,143900.0
לסביות - גאווה נשית,/forums/%D7%9C%D7%A1%D7%91%D7%99%D7%95%D7%AA-%D7%92%D7%90%D7%95%D7%95%D7%94-%D7%A0%D7%A9%D7%99%D7%AA.1105/,10800.0,125800.0
הצבעים שלנו,/forums/%D7%94%D7%A6%D7%91%D7%A2%D7%99%D7%9D-%D7%A9%D7%9C%D7%A0%D7%95.1106/,1800.0,8500.0
הומואים דתיים,/forums/%D7%94%D7%95%D7%9E%D7%95%D7%90%D7%99%D7%9D-%D7%93%D7%AA%D7%99%D7%99%D7%9D.1107/,10900.0,84800.0
פרסיליה היקרה,/forums/%D7%A4%D7%A8%D7%A1%D7%99%D7%9C%D7%99%D7%94-%D7%94%D7%99%D7%A7%D7%A8%D7%94.1108/,49.0,373.0
לסביות 30+,/forums/%D7%9C%D7%A1%D7%91%D7%99%D7%95%D7%AA-30.1109/,4900.0,26400.0
הורים לגאים וגאות,/forums/%D7%94%D7%95%D7%A8%D7%99%D7%9D-%D7%9C%D7%92%D7%90%D7%99%D7%9D-%D7%95%D7%92%D7%90%D7%95%D7%AA.1110/,174.0,1000.0
לסביות (בארון) נשואות לגבר,/forums/%D7%9C%D7%A1%D7%91%D7%99%D7%95%D7%AA-%D7%91%D7%90%D7%A8%D7%95%D7%9F-%D7%A0%D7%A9%D7%95%D7%90%D7%95%D7%AA-%D7%9C%D7%92%D7%91%D7%A8.1111/,4100.0,13500.0
תרבות,/categories/%D7%AA%D7%A8%D7%91%D7%95%D7%AA.1112/,23900.0,119200.0
תמיכה,/categories/%D7%AA%D7%9E%D7%99%D7%9B%D7%94.1118/,3800.0,24200.0
גורדי שחקים,/forums/%D7%92%D7%95%D7%A8%D7%93%D7%99-%D7%A9%D7%97%D7%A7%D7%99%D7%9D.1122/,5900.0,45200.0
HOT סילבסטר,/forums/hot-%D7%A1%D7%99%D7%9C%D7%91%D7%A1%D7%98%D7%A8.1123/,79.0,1400.0
sprite way,/forums/sprite-way.1124/,546.0,1100.0
הימורים,/forums/%D7%94%D7%99%D7%9E%D7%95%D7%A8%D7%99%D7%9D.1125/,89.0,271.0
תפוז TV,/forums/%D7%AA%D7%A4%D7%95%D7%96-tv.1126/,246.0,1000.0
המסע האתגרי של XTrip,/forums/%D7%94%D7%9E%D7%A1%D7%A2-%D7%94%D7%90%D7%AA%D7%92%D7%A8%D7%99-%D7%A9%D7%9C-xtrip.1127/,40.0,46.0
1100 To Go,/forums/1100-to-go.1128/,520.0,3700.0
טיולים ומסעות,/categories/%D7%98%D7%99%D7%95%D7%9C%D7%99%D7%9D-%D7%95%D7%9E%D7%A1%D7%A2%D7%95%D7%AA.1129/,87400.0,460200.0
תחביבים,/categories/%D7%AA%D7%97%D7%91%D7%99%D7%91%D7%99%D7%9D.1144/,378200.0,2800000.0
המומחים,/categories/%D7%94%D7%9E%D7%95%D7%9E%D7%97%D7%99%D7%9D.1183/,74.0,78.0
לקראת שירות,/categories/%D7%9C%D7%A7%D7%A8%D7%90%D7%AA-%D7%A9%D7%99%D7%A8%D7%95%D7%AA.1186/,151100.0,1100000.0
שירות פעיל,/categories/%D7%A9%D7%99%D7%A8%D7%95%D7%AA-%D7%A4%D7%A2%D7%99%D7%9C.1192/,99500.0,959400.0
משפחה,/categories/%D7%9E%D7%A9%D7%A4%D7%97%D7%94.1198/,5300.0,44500.0
משוחררים,/categories/%D7%9E%D7%A9%D7%95%D7%97%D7%A8%D7%A8%D7%99%D7%9D.1203/,3100.0,10500.0
מי יפיל את המאסטר,/forums/%D7%9E%D7%99-%D7%99%D7%A4%D7%99%D7%9C-%D7%90%D7%AA-%D7%94%D7%9E%D7%90%D7%A1%D7%98%D7%A8.1316/,1.0,1.0
טיולים לנכים,/forums/%D7%98%D7%99%D7%95%D7%9C%D7%99%D7%9D-%D7%9C%D7%A0%D7%9B%D7%99%D7%9D.1317/,2.0,2.0
"נסיעות עסקיות, תערוכות וכנסים",/forums/%D7%A0%D7%A1%D7%99%D7%A2%D7%95%D7%AA-%D7%A2%D7%A1%D7%A7%D7%99%D7%95%D7%AA-%D7%AA%D7%A2%D7%A8%D7%95%D7%9B%D7%95%D7%AA-%D7%95%D7%9B%D7%A0%D7%A1%D7%99%D7%9D.1318/,3.0,3.0
עיצוב וסטייל,/categories/%D7%A2%D7%99%D7%A6%D7%95%D7%91-%D7%95%D7%A1%D7%98%D7%99%D7%99%D7%9C.1319/,73400.0,1500000.0
טיפוח ויופי,/categories/%D7%98%D7%99%D7%A4%D7%95%D7%97-%D7%95%D7%99%D7%95%D7%A4%D7%99.1336/,60400.0,546100.0
יחסים,/categories/%D7%99%D7%97%D7%A1%D7%99%D7%9D.1361/,41900.0,648900.0
טיפול,/categories/%D7%98%D7%99%D7%A4%D7%95%D7%9C.1365/,14300.0,111300.0
סקס,/categories/%D7%A1%D7%A7%D7%A1.1349/,212000.0,3800000.0
חוזרים בתשובה-תמיכה,/forums/%D7%97%D7%95%D7%96%D7%A8%D7%99%D7%9D-%D7%91%D7%AA%D7%A9%D7%95%D7%91%D7%94-%D7%AA%D7%9E%D7%99%D7%9B%D7%94.1369/,16400.0,93800.0
לשאול את הרב,/forums/%D7%9C%D7%A9%D7%90%D7%95%D7%9C-%D7%90%D7%AA-%D7%94%D7%A8%D7%91.1370/,12700.0,63200.0
העולם החרדי,/forums/%D7%94%D7%A2%D7%95%D7%9C%D7%9D-%D7%94%D7%97%D7%A8%D7%93%D7%99.1371/,69000.0,688600.0
חדשות חרדים,/forums/%D7%97%D7%93%D7%A9%D7%95%D7%AA-%D7%97%D7%A8%D7%93%D7%99%D7%9D.1372/,104300.0,181000.0
שידוכים - חרדים,/forums/%D7%A9%D7%99%D7%93%D7%95%D7%9B%D7%99%D7%9D-%D7%97%D7%A8%D7%93%D7%99%D7%9D.1373/,12100.0,206300.0
נוער חרדי,/forums/%D7%A0%D7%95%D7%A2%D7%A8-%D7%97%D7%A8%D7%93%D7%99.1374/,15200.0,215600.0
"צעירי ש""ס",/forums/%D7%A6%D7%A2%D7%99%D7%A8%D7%99-%D7%A9-%D7%A1.1375/,115.0,479.0
קבלה בראי היהדות,/forums/%D7%A7%D7%91%D7%9C%D7%94-%D7%91%D7%A8%D7%90%D7%99-%D7%94%D7%99%D7%94%D7%93%D7%95%D7%AA.1376/,477.0,3700.0
