Title,Link,Topics,Messages,usersActiveGrade,activityLevel
מיתוג,/forums/%D7%9E%D7%99%D7%AA%D7%95%D7%92.418/,74.0,279.0,3.77027027027027,little activity
מנהלים ובוסים בעבודה,/forums/%D7%9E%D7%A0%D7%94%D7%9C%D7%99%D7%9D-%D7%95%D7%91%D7%95%D7%A1%D7%99%D7%9D-%D7%91%D7%A2%D7%91%D7%95%D7%93%D7%94.419/,106.0,169.0,1.5943396226415094,little activity
מקצועות,/categories/%D7%9E%D7%A7%D7%A6%D7%95%D7%A2%D7%95%D7%AA.420/,67100.0,455900.0,6.794336810730253,little activity
"נדל""ן",/categories/%D7%A0%D7%93%D7%9C-%D7%9F.426/,134.0,417.0,3.111940298507463,little activity
ניהול עסק,/categories/%D7%A0%D7%99%D7%94%D7%95%D7%9C-%D7%A2%D7%A1%D7%A7.428/,33000.0,166500.0,5.045454545454546,little activity
קריירה,/categories/%D7%A7%D7%A8%D7%99%D7%99%D7%A8%D7%94.431/,32000.0,112000.0,3.5,little activity
נשים בספורט,/forums/%D7%A0%D7%A9%D7%99%D7%9D-%D7%91%D7%A1%D7%A4%D7%95%D7%A8%D7%98.436/,8800.0,132900.0,15.102272727272727,medium activity
קבוצות ואוהדים,/categories/%D7%A7%D7%91%D7%95%D7%A6%D7%95%D7%AA-%D7%95%D7%90%D7%95%D7%94%D7%93%D7%99%D7%9D.437/,260300.0,1600000.0,6.146753745678064,little activity
מוטוריקה,/categories/%D7%9E%D7%95%D7%98%D7%95%D7%A8%D7%99%D7%A7%D7%94.449/,255600.0,2500000.0,9.780907668231611,medium activity
ספורט אתגרי,/categories/%D7%A1%D7%A4%D7%95%D7%A8%D7%98-%D7%90%D7%AA%D7%92%D7%A8%D7%99.466/,110800.0,848800.0,7.6606498194945845,little activity
אופניים,/categories/%D7%90%D7%95%D7%A4%D7%A0%D7%99%D7%99%D7%9D.480/,166800.0,1100000.0,6.594724220623501,little activity
כושר ואימון,/categories/%D7%9B%D7%95%D7%A9%D7%A8-%D7%95%D7%90%D7%99%D7%9E%D7%95%D7%9F.488/,64599.99999999999,430000.0,6.656346749226007,little activity
ענפי ספורט,/categories/%D7%A2%D7%A0%D7%A4%D7%99-%D7%A1%D7%A4%D7%95%D7%A8%D7%98.495/,286900.0,2300000.0,8.01673056814221,little activity
אמנויות לחימה,/categories/%D7%90%D7%9E%D7%A0%D7%95%D7%99%D7%95%D7%AA-%D7%9C%D7%97%D7%99%D7%9E%D7%94.514/,42400.0,513100.0,12.101415094339623,medium activity
כדורסל,/categories/%D7%9B%D7%93%D7%95%D7%A8%D7%A1%D7%9C.520/,30800.0,411000.0,13.344155844155845,medium activity
כדורגל,/categories/%D7%9B%D7%93%D7%95%D7%A8%D7%92%D7%9C.523/,53300.0,515900.0,9.679174484052533,medium activity
התמכרויות,/forums/%D7%94%D7%AA%D7%9E%D7%9B%D7%A8%D7%95%D7%99%D7%95%D7%AA.527/,2800.0,14400.0,5.142857142857143,little activity
בריאות נפש-שיקום והחלמה,/forums/%D7%91%D7%A8%D7%99%D7%90%D7%95%D7%AA-%D7%A0%D7%A4%D7%A9-%D7%A9%D7%99%D7%A7%D7%95%D7%9D-%D7%95%D7%94%D7%97%D7%9C%D7%9E%D7%94.528/,947.0,4000.0,4.223864836325237,little activity
פורום gov.il,/forums/%D7%A4%D7%95%D7%A8%D7%95%D7%9D-gov-il.529/,863.0,1800.0,2.085747392815759,little activity
"עזרה נפשית ברשת- סה""ר",/categories/%D7%A2%D7%96%D7%A8%D7%94-%D7%A0%D7%A4%D7%A9%D7%99%D7%AA-%D7%91%D7%A8%D7%A9%D7%AA-%D7%A1%D7%94-%D7%A8.532/,32500.0,222200.0,6.836923076923077,little activity
בריאות,/categories/%D7%91%D7%A8%D7%99%D7%90%D7%95%D7%AA.538/,156800.0,1200000.0,7.653061224489796,little activity
סיוע,/categories/%D7%A1%D7%99%D7%95%D7%A2.551/,76000.0,480100.0,6.317105263157894,little activity
תמיכה מקצועית,/categories/%D7%AA%D7%9E%D7%99%D7%9B%D7%94-%D7%9E%D7%A7%D7%A6%D7%95%D7%A2%D7%99%D7%AA.567/,23400.0,134400.0,5.743589743589744,little activity
חיים עם השכול,/categories/%D7%97%D7%99%D7%99%D7%9D-%D7%A2%D7%9D-%D7%94%D7%A9%D7%9B%D7%95%D7%9C.576/,27200.0,138200.0,5.080882352941177,little activity
ביקורת אתרים והמלצות,/forums/%D7%91%D7%99%D7%A7%D7%95%D7%A8%D7%AA-%D7%90%D7%AA%D7%A8%D7%99%D7%9D-%D7%95%D7%94%D7%9E%D7%9C%D7%A6%D7%95%D7%AA.585/,9000.0,33300.0,3.7,little activity
יומנה של שלומצי,/forums/%D7%99%D7%95%D7%9E%D7%A0%D7%94-%D7%A9%D7%9C-%D7%A9%D7%9C%D7%95%D7%9E%D7%A6%D7%99.586/,5200.0,33500.0,6.4423076923076925,little activity
פלאש,/forums/%D7%A4%D7%9C%D7%90%D7%A9.587/,22400.0,100700.0,4.495535714285714,little activity
תכנות ASP חברתי,/forums/%D7%AA%D7%9B%D7%A0%D7%95%D7%AA-asp-%D7%97%D7%91%D7%A8%D7%AA%D7%99.588/,4500.0,42200.0,9.377777777777778,medium activity
סאפ - SAP,/forums/%D7%A1%D7%90%D7%A4-sap.589/,173.0,392.0,2.2658959537572256,little activity
רינגטונים וטפטים,/forums/%D7%A8%D7%99%D7%A0%D7%92%D7%98%D7%95%D7%A0%D7%99%D7%9D-%D7%95%D7%98%D7%A4%D7%98%D7%99%D7%9D.599/,1200.0,2700.0,2.25,little activity
אמ-יו-אונליין,/forums/%D7%90%D7%9E-%D7%99%D7%95-%D7%90%D7%95%D7%A0%D7%9C%D7%99%D7%99%D7%9F.600/,1300.0,4400.0,3.3846153846153846,little activity
מדעי המחשב,/forums/%D7%9E%D7%93%D7%A2%D7%99-%D7%94%D7%9E%D7%97%D7%A9%D7%91.601/,3100.0,19800.0,6.387096774193548,little activity
Blackberry,/forums/blackberry.603/,206.0,378.0,1.8349514563106797,little activity
iPhone,/forums/iphone.604/,215.0,477.0,2.218604651162791,little activity
אפליקציות,/forums/%D7%90%D7%A4%D7%9C%D7%99%D7%A7%D7%A6%D7%99%D7%95%D7%AA.606/,140.0,214.0,1.5285714285714285,little activity
טאבלט,/forums/%D7%98%D7%90%D7%91%D7%9C%D7%98.607/,72.0,101.0,1.4027777777777777,little activity
Nokia,/forums/nokia.608/,95.0,181.0,1.9052631578947368,little activity
שפות וטכנולוגיה,/categories/%D7%A9%D7%A4%D7%95%D7%AA-%D7%95%D7%98%D7%9B%D7%A0%D7%95%D7%9C%D7%95%D7%92%D7%99%D7%94.611/,147800.0,851400.0,5.7604871447902575,little activity
תמיכה טכנית,/categories/%D7%AA%D7%9E%D7%99%D7%9B%D7%94-%D7%98%D7%9B%D7%A0%D7%99%D7%AA.628/,559900.0,2500000.0,4.46508305054474,little activity
גדג`טס,/categories/%D7%92%D7%93%D7%92-%D7%98%D7%A1.640/,186600.0,1200000.0,6.430868167202572,little activity
סיוע בתפוז,/categories/%D7%A1%D7%99%D7%95%D7%A2-%D7%91%D7%AA%D7%A4%D7%95%D7%96.648/,165000.0,876600.0,5.3127272727272725,little activity
משחקים,/categories/%D7%9E%D7%A9%D7%97%D7%A7%D7%99%D7%9D.672/,197200.0,2200000.0,11.156186612576064,medium activity
אינטרנט,/categories/%D7%90%D7%99%D7%A0%D7%98%D7%A8%D7%A0%D7%98.692/,45900.0,244200.0,5.3202614379084965,little activity
מחשוב ומידע,/categories/%D7%9E%D7%97%D7%A9%D7%95%D7%91-%D7%95%D7%9E%D7%99%D7%93%D7%A2.699/,99300.0,478700.0,4.8207452165156095,little activity
כלי נגינה,/categories/%D7%9B%D7%9C%D7%99-%D7%A0%D7%92%D7%99%D7%A0%D7%94.711/,43900.0,347400.0,7.913439635535307,little activity
ז`אנר,/categories/%D7%96-%D7%90%D7%A0%D7%A8.719/,635000.0,5500000.0,8.661417322834646,little activity
עברי,/categories/%D7%A2%D7%91%D7%A8%D7%99.761/,312800.0,3700000.0,11.828644501278772,medium activity
לועזי,/categories/%D7%9C%D7%95%D7%A2%D7%96%D7%99.864/,212300.0,3600000.0,16.957136128120585,medium activity
"ישראלים בחו""ל",/forums/%D7%99%D7%A9%D7%A8%D7%90%D7%9C%D7%99%D7%9D-%D7%91%D7%97%D7%95-%D7%9C.1029/,36400.0,384700.0,10.56868131868132,medium activity
עוברים לארצות הברית,/forums/%D7%A2%D7%95%D7%91%D7%A8%D7%99%D7%9D-%D7%9C%D7%90%D7%A8%D7%A6%D7%95%D7%AA-%D7%94%D7%91%D7%A8%D7%99%D7%AA.1030/,26700.0,189800.0,7.108614232209738,little activity
נוער בחו``ל,/forums/%D7%A0%D7%95%D7%A2%D7%A8-%D7%91%D7%97%D7%95-%D7%9C.1031/,5200.0,49700.0,9.557692307692308,medium activity
"להיות הורים בחו""ל",/forums/%D7%9C%D7%94%D7%99%D7%95%D7%AA-%D7%94%D7%95%D7%A8%D7%99%D7%9D-%D7%91%D7%97%D7%95-%D7%9C.1032/,12400.0,128600.0,10.370967741935484,medium activity
ישראלים בקנדה,/forums/%D7%99%D7%A9%D7%A8%D7%90%D7%9C%D7%99%D7%9D-%D7%91%D7%A7%D7%A0%D7%93%D7%94.1033/,20400.0,143000.0,7.009803921568627,little activity
ישראלים באירופה,/forums/%D7%99%D7%A9%D7%A8%D7%90%D7%9C%D7%99%D7%9D-%D7%91%D7%90%D7%99%D7%A8%D7%95%D7%A4%D7%94.1034/,13700.0,147400.0,10.75912408759124,medium activity
ישראלים באוסטרליה וניו זילנד,/forums/%D7%99%D7%A9%D7%A8%D7%90%D7%9C%D7%99%D7%9D-%D7%91%D7%90%D7%95%D7%A1%D7%98%D7%A8%D7%9C%D7%99%D7%94-%D7%95%D7%A0%D7%99%D7%95-%D7%96%D7%99%D7%9C%D7%A0%D7%93.1035/,16800.0,119600.0,7.119047619047619,little activity
"לומדים בחו""ל",/forums/%D7%9C%D7%95%D7%9E%D7%93%D7%99%D7%9D-%D7%91%D7%97%D7%95-%D7%9C.1036/,9800.0,55800.0,5.6938775510204085,little activity
עוברים לאירופה,/forums/%D7%A2%D7%95%D7%91%D7%A8%D7%99%D7%9D-%D7%9C%D7%90%D7%99%D7%A8%D7%95%D7%A4%D7%94.1037/,8900.0,50600.0,5.685393258426966,little activity
עוברים לקנדה - הגירה,/forums/%D7%A2%D7%95%D7%91%D7%A8%D7%99%D7%9D-%D7%9C%D7%A7%D7%A0%D7%93%D7%94-%D7%94%D7%92%D7%99%D7%A8%D7%94.1038/,16500.0,103800.0,6.290909090909091,little activity
ישראלים בהולנד,/forums/%D7%99%D7%A9%D7%A8%D7%90%D7%9C%D7%99%D7%9D-%D7%91%D7%94%D7%95%D7%9C%D7%A0%D7%93.1039/,3700.0,27100.0,7.324324324324325,little activity
ישראלים באפריקה,/forums/%D7%99%D7%A9%D7%A8%D7%90%D7%9C%D7%99%D7%9D-%D7%91%D7%90%D7%A4%D7%A8%D7%99%D7%A7%D7%94.1040/,465.0,2200.0,4.731182795698925,little activity
חוזרים לארץ,/forums/%D7%97%D7%95%D7%96%D7%A8%D7%99%D7%9D-%D7%9C%D7%90%D7%A8%D7%A5.1041/,586.0,2800.0,4.778156996587031,little activity
ישראלים בארצות הברית,/forums/%D7%99%D7%A9%D7%A8%D7%90%D7%9C%D7%99%D7%9D-%D7%91%D7%90%D7%A8%D7%A6%D7%95%D7%AA-%D7%94%D7%91%D7%A8%D7%99%D7%AA.1042/,1300.0,22900.0,17.615384615384617,active
"עוברים לארה""ב",/forums/%D7%A2%D7%95%D7%91%D7%A8%D7%99%D7%9D-%D7%9C%D7%90%D7%A8%D7%94-%D7%91.1043/,489.0,3100.0,6.339468302658487,little activity
אגדות חיות (RD&D),/forums/%D7%90%D7%92%D7%93%D7%95%D7%AA-%D7%97%D7%99%D7%95%D7%AA-rd-d.1045/,993.0,8900.0,8.962739174219537,little activity
דרקונים,/forums/%D7%93%D7%A8%D7%A7%D7%95%D7%A0%D7%99%D7%9D.1046/,238.0,847.0,3.5588235294117645,little activity
אמנות הפנטזיה,/forums/%D7%90%D7%9E%D7%A0%D7%95%D7%AA-%D7%94%D7%A4%D7%A0%D7%98%D7%96%D7%99%D7%94.1047/,132.0,990.0,7.5,little activity
"מארוול, הנוקמים וסוכני שילד",/forums/%D7%9E%D7%90%D7%A8%D7%95%D7%95%D7%9C-%D7%94%D7%A0%D7%95%D7%A7%D7%9E%D7%99%D7%9D-%D7%95%D7%A1%D7%95%D7%9B%D7%A0%D7%99-%D7%A9%D7%99%D7%9C%D7%93.1048/,1900.0,9400.0,4.947368421052632,little activity
"ספרות, דמיון ופנטזיה",/categories/%D7%A1%D7%A4%D7%A8%D7%95%D7%AA-%D7%93%D7%9E%D7%99%D7%95%D7%9F-%D7%95%D7%A4%D7%A0%D7%98%D7%96%D7%99%D7%94.1049/,72300.0,1100000.0,15.214384508990317,medium activity
טלוויזיה וקולנוע,/categories/%D7%98%D7%9C%D7%95%D7%95%D7%99%D7%96%D7%99%D7%94-%D7%95%D7%A7%D7%95%D7%9C%D7%A0%D7%95%D7%A2.1062/,73600.0,1200000.0,16.304347826086957,medium activity
חתולים,/forums/%D7%97%D7%AA%D7%95%D7%9C%D7%99%D7%9D.1086/,90700.0,825600.0,9.102535832414553,medium activity
זכויות בעלי חיים,/forums/%D7%96%D7%9B%D7%95%D7%99%D7%95%D7%AA-%D7%91%D7%A2%D7%9C%D7%99-%D7%97%D7%99%D7%99%D7%9D.1087/,16100.000000000002,182200.0,11.316770186335402,medium activity
סוסים,/forums/%D7%A1%D7%95%D7%A1%D7%99%D7%9D.1088/,9700.0,113100.0,11.65979381443299,medium activity
כלבים,/forums/%D7%9B%D7%9C%D7%91%D7%99%D7%9D.1089/,70800.0,716200.0,10.115819209039548,medium activity
ציפורים בטבע וצפרות,/forums/%D7%A6%D7%99%D7%A4%D7%95%D7%A8%D7%99%D7%9D-%D7%91%D7%98%D7%91%D7%A2-%D7%95%D7%A6%D7%A4%D7%A8%D7%95%D7%AA.1090/,22300.0,155700.0,6.982062780269058,little activity
אימוץ בעלי חיים והתנדבות,/forums/%D7%90%D7%99%D7%9E%D7%95%D7%A5-%D7%91%D7%A2%D7%9C%D7%99-%D7%97%D7%99%D7%99%D7%9D-%D7%95%D7%94%D7%AA%D7%A0%D7%93%D7%91%D7%95%D7%AA.1091/,10000.0,82300.0,8.23,little activity
חמוסים,/forums/%D7%97%D7%9E%D7%95%D7%A1%D7%99%D7%9D.1092/,5700.0,44100.0,7.7368421052631575,little activity
מכרסמים וארנבונים,/forums/%D7%9E%D7%9B%D7%A8%D7%A1%D7%9E%D7%99%D7%9D-%D7%95%D7%90%D7%A8%D7%A0%D7%91%D7%95%D7%A0%D7%99%D7%9D.1093/,9400.0,67900.0,7.223404255319149,little activity
טבע פראי וחיות בר,/forums/%D7%98%D7%91%D7%A2-%D7%A4%D7%A8%D7%90%D7%99-%D7%95%D7%97%D7%99%D7%95%D7%AA-%D7%91%D7%A8.1094/,6000.0,34500.0,5.75,little activity
גאווה,/forums/%D7%92%D7%90%D7%95%D7%95%D7%94.1098/,9000.0,68500.0,7.611111111111111,little activity
בנים בלבד,/forums/%D7%91%D7%A0%D7%99%D7%9D-%D7%91%D7%9C%D7%91%D7%93.1099/,16300.0,247600.0,15.190184049079754,medium activity
צבא וגאווה,/forums/%D7%A6%D7%91%D7%90-%D7%95%D7%92%D7%90%D7%95%D7%95%D7%94.1100/,3000.0,18000.0,6.0,little activity
גאווה בחו``ל,/forums/%D7%92%D7%90%D7%95%D7%95%D7%94-%D7%91%D7%97%D7%95-%D7%9C.1101/,2700.0,15600.0,5.777777777777778,little activity
טרנסג'נדרס וחברים,/forums/%D7%98%D7%A8%D7%A0%D7%A1%D7%92%D7%A0%D7%93%D7%A8%D7%A1-%D7%95%D7%97%D7%91%D7%A8%D7%99%D7%9D.1102/,4800.0,37700.0,7.854166666666667,little activity
דובים גאים,/forums/%D7%93%D7%95%D7%91%D7%99%D7%9D-%D7%92%D7%90%D7%99%D7%9D.1103/,2600.0,12400.0,4.769230769230769,little activity
גאווה צעירה,/forums/%D7%92%D7%90%D7%95%D7%95%D7%94-%D7%A6%D7%A2%D7%99%D7%A8%D7%94.1104/,9100.0,143900.0,15.813186813186814,medium activity
לסביות - גאווה נשית,/forums/%D7%9C%D7%A1%D7%91%D7%99%D7%95%D7%AA-%D7%92%D7%90%D7%95%D7%95%D7%94-%D7%A0%D7%A9%D7%99%D7%AA.1105/,10800.0,125800.0,11.648148148148149,medium activity
הצבעים שלנו,/forums/%D7%94%D7%A6%D7%91%D7%A2%D7%99%D7%9D-%D7%A9%D7%9C%D7%A0%D7%95.1106/,1800.0,8500.0,4.722222222222222,little activity
הומואים דתיים,/forums/%D7%94%D7%95%D7%9E%D7%95%D7%90%D7%99%D7%9D-%D7%93%D7%AA%D7%99%D7%99%D7%9D.1107/,10900.0,84800.0,7.779816513761468,little activity
פרסיליה היקרה,/forums/%D7%A4%D7%A8%D7%A1%D7%99%D7%9C%D7%99%D7%94-%D7%94%D7%99%D7%A7%D7%A8%D7%94.1108/,49.0,373.0,7.612244897959184,little activity
לסביות 30+,/forums/%D7%9C%D7%A1%D7%91%D7%99%D7%95%D7%AA-30.1109/,4900.0,26400.0,5.387755102040816,little activity
הורים לגאים וגאות,/forums/%D7%94%D7%95%D7%A8%D7%99%D7%9D-%D7%9C%D7%92%D7%90%D7%99%D7%9D-%D7%95%D7%92%D7%90%D7%95%D7%AA.1110/,174.0,1000.0,5.747126436781609,little activity
לסביות (בארון) נשואות לגבר,/forums/%D7%9C%D7%A1%D7%91%D7%99%D7%95%D7%AA-%D7%91%D7%90%D7%A8%D7%95%D7%9F-%D7%A0%D7%A9%D7%95%D7%90%D7%95%D7%AA-%D7%9C%D7%92%D7%91%D7%A8.1111/,4100.0,13500.0,3.292682926829268,little activity
תרבות,/categories/%D7%AA%D7%A8%D7%91%D7%95%D7%AA.1112/,23900.0,119200.0,4.98744769874477,little activity
תמיכה,/categories/%D7%AA%D7%9E%D7%99%D7%9B%D7%94.1118/,3800.0,24200.0,6.368421052631579,little activity
גורדי שחקים,/forums/%D7%92%D7%95%D7%A8%D7%93%D7%99-%D7%A9%D7%97%D7%A7%D7%99%D7%9D.1122/,5900.0,45200.0,7.661016949152542,little activity
HOT סילבסטר,/forums/hot-%D7%A1%D7%99%D7%9C%D7%91%D7%A1%D7%98%D7%A8.1123/,79.0,1400.0,17.72151898734177,active
sprite way,/forums/sprite-way.1124/,546.0,1100.0,2.0146520146520146,little activity
הימורים,/forums/%D7%94%D7%99%D7%9E%D7%95%D7%A8%D7%99%D7%9D.1125/,89.0,271.0,3.044943820224719,little activity
תפוז TV,/forums/%D7%AA%D7%A4%D7%95%D7%96-tv.1126/,246.0,1000.0,4.065040650406504,little activity
המסע האתגרי של XTrip,/forums/%D7%94%D7%9E%D7%A1%D7%A2-%D7%94%D7%90%D7%AA%D7%92%D7%A8%D7%99-%D7%A9%D7%9C-xtrip.1127/,40.0,46.0,1.15,little activity
1100 To Go,/forums/1100-to-go.1128/,520.0,3700.0,7.115384615384615,little activity
טיולים ומסעות,/categories/%D7%98%D7%99%D7%95%D7%9C%D7%99%D7%9D-%D7%95%D7%9E%D7%A1%D7%A2%D7%95%D7%AA.1129/,87400.0,460200.0,5.2654462242562925,little activity
תחביבים,/categories/%D7%AA%D7%97%D7%91%D7%99%D7%91%D7%99%D7%9D.1144/,378200.0,2800000.0,7.4034902168164995,little activity
המומחים,/categories/%D7%94%D7%9E%D7%95%D7%9E%D7%97%D7%99%D7%9D.1183/,74.0,78.0,1.054054054054054,little activity
לקראת שירות,/categories/%D7%9C%D7%A7%D7%A8%D7%90%D7%AA-%D7%A9%D7%99%D7%A8%D7%95%D7%AA.1186/,151100.0,1100000.0,7.27994705493051,little activity
שירות פעיל,/categories/%D7%A9%D7%99%D7%A8%D7%95%D7%AA-%D7%A4%D7%A2%D7%99%D7%9C.1192/,99500.0,959400.0,9.642211055276382,medium activity
משפחה,/categories/%D7%9E%D7%A9%D7%A4%D7%97%D7%94.1198/,5300.0,44500.0,8.39622641509434,little activity
משוחררים,/categories/%D7%9E%D7%A9%D7%95%D7%97%D7%A8%D7%A8%D7%99%D7%9D.1203/,3100.0,10500.0,3.3870967741935485,little activity
מי יפיל את המאסטר,/forums/%D7%9E%D7%99-%D7%99%D7%A4%D7%99%D7%9C-%D7%90%D7%AA-%D7%94%D7%9E%D7%90%D7%A1%D7%98%D7%A8.1316/,1.0,1.0,1.0,little activity
טיולים לנכים,/forums/%D7%98%D7%99%D7%95%D7%9C%D7%99%D7%9D-%D7%9C%D7%A0%D7%9B%D7%99%D7%9D.1317/,2.0,2.0,1.0,little activity
"נסיעות עסקיות, תערוכות וכנסים",/forums/%D7%A0%D7%A1%D7%99%D7%A2%D7%95%D7%AA-%D7%A2%D7%A1%D7%A7%D7%99%D7%95%D7%AA-%D7%AA%D7%A2%D7%A8%D7%95%D7%9B%D7%95%D7%AA-%D7%95%D7%9B%D7%A0%D7%A1%D7%99%D7%9D.1318/,3.0,3.0,1.0,little activity
עיצוב וסטייל,/categories/%D7%A2%D7%99%D7%A6%D7%95%D7%91-%D7%95%D7%A1%D7%98%D7%99%D7%99%D7%9C.1319/,73400.0,1500000.0,20.435967302452315,active
טיפוח ויופי,/categories/%D7%98%D7%99%D7%A4%D7%95%D7%97-%D7%95%D7%99%D7%95%D7%A4%D7%99.1336/,60400.0,546100.0,9.041390728476822,medium activity
יחסים,/categories/%D7%99%D7%97%D7%A1%D7%99%D7%9D.1361/,41900.0,648900.0,15.486873508353222,medium activity
טיפול,/categories/%D7%98%D7%99%D7%A4%D7%95%D7%9C.1365/,14300.0,111300.0,7.783216783216783,little activity
סקס,/categories/%D7%A1%D7%A7%D7%A1.1349/,212000.0,3800000.0,17.92452830188679,active
חוזרים בתשובה-תמיכה,/forums/%D7%97%D7%95%D7%96%D7%A8%D7%99%D7%9D-%D7%91%D7%AA%D7%A9%D7%95%D7%91%D7%94-%D7%AA%D7%9E%D7%99%D7%9B%D7%94.1369/,16400.0,93800.0,5.719512195121951,little activity
לשאול את הרב,/forums/%D7%9C%D7%A9%D7%90%D7%95%D7%9C-%D7%90%D7%AA-%D7%94%D7%A8%D7%91.1370/,12700.0,63200.0,4.9763779527559056,little activity
העולם החרדי,/forums/%D7%94%D7%A2%D7%95%D7%9C%D7%9D-%D7%94%D7%97%D7%A8%D7%93%D7%99.1371/,69000.0,688600.0,9.979710144927536,medium activity
חדשות חרדים,/forums/%D7%97%D7%93%D7%A9%D7%95%D7%AA-%D7%97%D7%A8%D7%93%D7%99%D7%9D.1372/,104300.0,181000.0,1.735378715244487,little activity
שידוכים - חרדים,/forums/%D7%A9%D7%99%D7%93%D7%95%D7%9B%D7%99%D7%9D-%D7%97%D7%A8%D7%93%D7%99%D7%9D.1373/,12100.0,206300.0,17.049586776859503,active
נוער חרדי,/forums/%D7%A0%D7%95%D7%A2%D7%A8-%D7%97%D7%A8%D7%93%D7%99.1374/,15200.0,215600.0,14.18421052631579,medium activity
"צעירי ש""ס",/forums/%D7%A6%D7%A2%D7%99%D7%A8%D7%99-%D7%A9-%D7%A1.1375/,115.0,479.0,4.165217391304348,little activity
קבלה בראי היהדות,/forums/%D7%A7%D7%91%D7%9C%D7%94-%D7%91%D7%A8%D7%90%D7%99-%D7%94%D7%99%D7%94%D7%93%D7%95%D7%AA.1376/,477.0,3700.0,7.756813417190775,little activity
